"Date","Price","Open","High","Low","Vol.","Change %"
"01/27/2021","336.16","334.99","337.30","334.76","","0.74%"
"01/26/2021","333.68","337.10","337.10","332.33","","-1.27%"
"01/25/2021","337.98","340.90","341.92","337.70","","-0.72%"
"01/22/2021","340.42","342.47","342.47","339.19","","-0.97%"
"01/21/2021","343.74","342.10","343.74","341.38","","0.52%"
"01/20/2021","341.95","341.43","342.24","340.24","","0.03%"
"01/19/2021","341.85","341.96","343.26","341.25","","0.27%"
"01/18/2021","340.93","341.33","341.33","339.37","","-0.53%"
"01/15/2021","342.73","342.41","343.84","341.54","","-0.11%"
"01/14/2021","343.12","340.51","343.33","340.28","","0.90%"
"01/13/2021","340.07","340.53","342.15","340.07","","0.15%"
"01/12/2021","339.57","339.90","340.91","338.49","","-0.41%"
"01/11/2021","340.97","341.80","342.69","340.20","","-0.67%"
"01/08/2021","343.27","336.34","343.27","336.01","","3.08%"
"01/07/2021","333.01","330.31","333.58","329.55","","1.95%"
"01/06/2021","326.65","326.52","326.96","325.33","","0.12%"
"01/05/2021","326.27","324.56","326.49","323.32","","-0.17%"
"01/04/2021","326.82","324.81","326.84","323.69","","0.75%"
"12/31/2020","324.39","325.25","326.34","324.39","","-0.93%"
"12/30/2020","327.43","325.83","328.48","324.66","","0.76%"
"12/29/2020","324.97","325.07","325.45","323.91","","0.20%"
"12/28/2020","324.31","324.71","325.49","323.02","","-0.02%"
"12/24/2020","324.39","324.38","325.07","323.23","","0.36%"
"12/23/2020","323.22","321.06","323.72","319.62","","0.26%"
"12/22/2020","322.38","324.15","324.52","319.35","","-0.56%"
"12/21/2020","324.18","324.42","325.16","322.42","","-0.19%"
"12/18/2020","324.81","325.91","326.61","323.94","","-0.30%"
"12/17/2020","325.79","327.12","327.12","325.00","","-0.63%"
"12/16/2020","327.85","326.28","327.85","325.57","","0.94%"
"12/15/2020","324.80","325.68","325.68","322.71","","-0.18%"
"12/14/2020","325.37","322.19","326.51","322.19","","1.55%"
"12/11/2020","320.39","322.28","323.26","320.00","","-0.13%"
"12/10/2020","320.81","321.99","322.07","320.51","","-0.78%"
"12/09/2020","323.33","321.04","324.12","321.00","","0.71%"
"12/08/2020","321.04","320.77","321.92","319.79","","-0.09%"
"12/07/2020","321.34","321.99","325.40","321.19","","-0.74%"
"12/04/2020","323.73","322.14","324.28","321.76","","0.79%"
"12/03/2020","321.18","319.93","321.18","317.91","","0.36%"
"12/02/2020","320.02","319.03","321.36","318.44","","-0.03%"
"12/01/2020","320.13","319.49","321.20","318.05","","-0.05%"
"11/30/2020","320.28","328.26","328.26","319.32","","-1.87%"
"11/27/2020","326.37","324.57","327.54","324.57","","0.20%"
"11/26/2020","325.73","325.68","325.77","323.77","","-0.55%"
"11/25/2020","327.54","331.52","333.50","326.38","","-0.65%"
"11/24/2020","329.67","327.13","329.67","326.48","","1.52%"
"11/23/2020","324.72","322.06","325.15","321.84","","1.51%"
"11/20/2020","319.89","316.91","319.93","316.81","","1.11%"
"11/19/2020","316.37","317.15","318.71","315.21","","-0.54%"
"11/18/2020","318.10","315.88","319.11","315.88","","0.69%"
"11/17/2020","315.91","315.09","316.38","314.89","","0.98%"
"11/16/2020","312.83","310.35","313.77","310.35","","1.36%"
"11/13/2020","308.64","307.58","309.00","305.82","","-0.02%"
"11/12/2020","308.71","309.02","310.63","306.71","","-0.31%"
"11/11/2020","309.67","308.17","309.67","305.08","","0.41%"
"11/10/2020","308.41","302.42","308.56","302.42","","3.27%"
"11/09/2020","298.63","297.60","300.48","297.60","","1.33%"
"11/06/2020","294.72","296.01","296.01","292.50","","-0.27%"
"11/05/2020","295.51","289.41","295.51","289.41","","3.53%"
"11/04/2020","285.43","284.14","286.50","282.25","","0.71%"
"11/03/2020","283.43","278.30","283.70","278.30","","2.28%"
"11/02/2020","277.10","275.78","278.06","275.04","","0.56%"
"10/30/2020","275.56","276.91","278.19","274.97","","-1.09%"
"10/29/2020","278.59","281.71","281.71","278.59","","-1.78%"
"10/28/2020","283.63","285.99","286.44","283.63","","-1.25%"
"10/27/2020","287.23","287.57","287.98","285.76","","-0.39%"
"10/26/2020","288.36","291.59","291.59","288.15","","-1.00%"
"10/23/2020","291.26","291.72","292.01","290.23","","0.18%"
"10/22/2020","290.73","289.94","290.89","289.25","","0.05%"
"10/21/2020","290.58","292.17","293.47","290.41","","-0.23%"
"10/20/2020","291.26","292.95","292.95","290.46","","-0.66%"
"10/19/2020","293.19","293.26","294.09","292.92","","0.24%"
"10/16/2020","292.48","291.54","293.85","291.37","","0.68%"
"10/15/2020","290.51","292.96","293.62","290.03","","-1.31%"
"10/14/2020","294.38","295.34","295.34","293.48","","-0.46%"
"10/13/2020","295.73","293.78","295.80","292.92","","0.80%"
"10/12/2020","293.37","291.34","293.99","291.04","","0.87%"
"10/09/2020","290.84","292.34","292.36","290.67","","-0.26%"
"10/08/2020","291.61","291.71","291.89","289.68","","0.20%"
"10/07/2020","291.03","289.76","291.68","289.15","","0.23%"
"10/06/2020","290.36","290.08","291.53","289.80","","0.44%"
"10/05/2020","289.10","289.68","290.00","287.57","","0.51%"
"10/02/2020","287.64","287.99","288.59","284.12","","-0.17%"
"10/01/2020","288.13","285.52","288.93","285.25","","1.54%"
"09/30/2020","283.77","285.80","286.82","283.77","","-0.17%"
"09/29/2020","284.24","287.61","288.03","284.24","","-0.56%"
"09/28/2020","285.85","284.33","287.13","283.58","","0.57%"
"09/25/2020","284.24","282.66","284.59","282.51","","0.88%"
"09/24/2020","281.77","283.08","284.02","281.24","","-1.07%"
"09/23/2020","284.81","282.44","285.60","281.63","","0.89%"
"09/22/2020","282.29","284.57","284.91","281.28","","-1.16%"
"09/21/2020","285.60","287.41","289.26","285.32","","-0.59%"
"09/18/2020","287.30","287.84","288.23","286.75","","0.09%"
"09/17/2020","287.05","287.18","289.20","286.38","","-0.13%"
"09/16/2020","287.43","287.24","288.17","286.56","","0.28%"
"09/15/2020","286.62","287.00","288.82","286.18","","0.02%"
"09/14/2020","286.57","287.56","288.41","286.49","","-0.33%"
"09/11/2020","287.53","285.76","287.83","285.70","","0.10%"
"09/10/2020","287.23","288.96","289.17","285.51","","-0.14%"
"09/09/2020","287.64","286.35","288.29","285.02","","-0.35%"
"09/08/2020","288.64","289.79","291.67","288.64","","-0.27%"
"09/07/2020","289.42","288.26","290.23","288.14","","0.17%"
"09/04/2020","288.93","286.91","289.14","285.99","","-0.99%"
"09/03/2020","291.81","293.52","293.52","290.18","","-0.40%"
"09/02/2020","292.97","293.11","293.91","291.23","","0.07%"
"09/01/2020","292.77","290.24","293.49","288.76","","0.39%"
"08/31/2020","291.64","294.42","295.05","290.94","","-0.15%"
"08/28/2020","292.09","293.00","296.52","291.28","","0.94%"
"08/27/2020","289.38","292.25","293.15","289.15","","-1.00%"
"08/26/2020","292.29","293.68","293.68","290.86","","-0.78%"
"08/25/2020","294.60","292.60","296.70","292.36","","0.89%"
"08/24/2020","291.99","292.38","292.76","291.26","","0.11%"
"08/21/2020","291.66","294.26","294.49","291.52","","-0.19%"
"08/20/2020","292.21","293.66","293.99","289.26","","-1.22%"
"08/19/2020","295.83","294.92","296.70","294.77","","0.02%"
"08/18/2020","295.76","297.73","297.98","295.23","","-0.51%"
"08/17/2020","297.28","298.99","300.70","296.58","","-0.67%"
"08/14/2020","299.30","298.81","301.58","297.63","","-0.30%"
"08/13/2020","300.20","298.24","301.08","297.21","","1.21%"
"08/12/2020","296.62","291.80","296.64","291.13","","0.99%"
"08/11/2020","293.72","293.89","295.48","291.06","","-0.08%"
"08/07/2020","293.96","295.37","295.37","291.98","","-0.63%"
"08/06/2020","295.83","294.86","296.98","294.58","","1.11%"
"08/05/2020","292.59","291.98","294.61","290.06","","0.77%"
"08/04/2020","290.36","288.40","291.47","287.90","","1.06%"
"08/03/2020","287.32","291.29","291.29","286.46","","-1.37%"
"07/30/2020","291.32","298.75","298.75","288.84","","-2.19%"
"07/29/2020","297.84","298.68","299.13","296.39","","-0.27%"
"07/28/2020","298.65","299.73","301.62","298.37","","0.15%"
"07/27/2020","298.20","299.79","300.86","297.40","","-0.01%"
"07/24/2020","298.24","301.44","301.44","297.27","","-1.47%"
"07/23/2020","302.69","300.84","303.98","300.23","","0.73%"
"07/22/2020","300.51","303.79","303.79","300.20","","-1.33%"
"07/21/2020","304.55","302.83","306.36","302.83","","0.59%"
"07/20/2020","302.75","302.46","302.91","299.97","","0.05%"
"07/17/2020","302.61","304.87","305.24","302.61","","-0.12%"
"07/16/2020","302.97","307.07","308.08","302.77","","-1.23%"
"07/15/2020","306.75","305.99","307.91","305.60","","1.41%"
"07/14/2020","302.49","301.85","303.86","300.48","","-0.32%"
"07/13/2020","303.46","308.56","308.56","303.29","","-0.64%"
"07/09/2020","305.42","308.50","308.58","305.42","","-0.62%"
"07/08/2020","307.31","306.37","308.34","305.25","","0.49%"
"07/07/2020","305.82","311.64","311.81","305.60","","-1.22%"
"07/06/2020","309.60","306.82","310.71","305.53","","1.34%"
"07/03/2020","305.52","304.82","306.38","303.57","","0.66%"
"07/02/2020","303.52","299.82","303.52","298.50","","1.26%"
"07/01/2020","299.73","299.21","301.03","298.28","","0.90%"
"06/30/2020","297.07","297.28","299.62","297.07","","0.82%"
"06/29/2020","294.65","296.89","297.85","294.37","","-1.39%"
"06/26/2020","298.81","298.11","300.52","298.11","","0.76%"
"06/25/2020","296.56","298.41","298.52","294.46","","-1.62%"
"06/24/2020","301.45","303.50","304.14","299.86","","-0.29%"
"06/23/2020","302.34","301.94","303.16","296.37","","0.61%"
"06/22/2020","300.50","301.50","302.76","300.23","","-0.35%"
"06/19/2020","301.56","304.15","304.18","301.56","","-1.23%"
"06/18/2020","305.32","304.16","306.94","303.40","","-0.35%"
"06/17/2020","306.39","307.32","307.86","303.37","","0.06%"
"06/16/2020","306.22","305.85","308.88","305.85","","2.29%"
"06/15/2020","299.37","305.84","305.84","298.34","","-2.82%"
"06/12/2020","308.05","302.16","308.70","300.10","","-0.97%"
"06/11/2020","311.06","320.25","320.25","310.20","","-3.38%"
"06/10/2020","321.93","322.26","324.25","320.74","","0.39%"
"06/09/2020","320.69","323.18","325.88","319.50","","-0.36%"
"06/08/2020","321.85","319.06","321.88","318.00","","1.54%"
"06/05/2020","316.98","313.63","317.35","312.15","","1.43%"
"06/04/2020","312.50","315.27","318.32","309.66","","0.20%"
"06/03/2020","311.88","304.18","311.88","304.18","","3.54%"
"06/02/2020","301.23","296.64","301.23","296.64","","2.29%"
"06/01/2020","294.50","292.00","298.03","291.54","","1.31%"
"05/29/2020","290.69","288.75","291.48","288.30","","-0.35%"
"05/28/2020","291.70","293.28","293.63","290.85","","-0.29%"
"05/27/2020","292.54","293.83","294.98","291.50","","-0.42%"
"05/26/2020","293.77","291.89","295.43","291.89","","1.47%"
"05/25/2020","289.50","289.50","289.50","289.50","","0.00%"
"05/22/2020","289.50","292.53","292.92","288.23","","-2.01%"
"05/21/2020","295.45","298.10","298.52","295.25","","-0.09%"
"05/20/2020","295.71","297.59","298.10","294.87","","-0.65%"
"05/19/2020","297.64","297.60","299.27","297.15","","1.98%"
"05/18/2020","291.87","289.67","293.24","289.60","","0.77%"
"05/15/2020","289.64","291.30","292.10","288.81","","0.04%"
"05/14/2020","289.53","292.54","292.78","289.53","","-1.94%"
"05/13/2020","295.26","296.04","296.85","295.00","","-0.81%"
"05/12/2020","297.67","297.10","298.01","296.29","","-1.02%"
"05/11/2020","300.74","298.98","300.74","297.89","","1.06%"
"05/08/2020","297.58","299.42","299.66","296.31","","-0.07%"
"05/06/2020","297.78","294.83","300.04","294.83","","0.75%"
"05/05/2020","295.55","296.13","298.20","295.55","","0.56%"
"05/04/2020","293.89","293.43","295.36","291.11","","-2.88%"
"04/30/2020","302.62","299.15","303.50","298.33","","2.35%"
"04/29/2020","295.67","293.68","296.11","292.97","","0.64%"
"04/28/2020","293.78","292.27","293.78","289.46","","0.94%"
"04/27/2020","291.04","287.09","292.33","287.09","","1.71%"
"04/24/2020","286.15","286.88","287.42","283.76","","-0.69%"
"04/23/2020","288.15","288.66","290.51","287.48","","-0.30%"
"04/22/2020","289.01","287.32","289.64","283.78","","-0.36%"
"04/21/2020","290.04","293.82","295.19","289.99","","-1.75%"
"04/20/2020","295.22","296.77","297.26","294.37","","-0.14%"
