"Date","Price","Open","High","Low","Vol.","Change %"
"03/20/2025","2,664.11","2,662.59","2,671.68","2,644.42","124.47M","0.90%"
"03/19/2025","2,640.25","2,616.64","2,655.84","2,616.64","125.08M","0.91%"
"03/18/2025","2,616.50","2,639.74","2,651.52","2,609.98","131.92M","-0.11%"
"03/17/2025","2,619.28","2,586.04","2,620.52","2,586.04","127.71M","2.26%"
"03/14/2025","2,561.47","2,559.00","2,573.67","2,556.97","87.32M","-0.30%"
"03/13/2025","2,569.05","2,592.80","2,596.51","2,551.95","148.37M","0.12%"
"03/12/2025","2,566.06","2,534.94","2,569.26","2,525.18","156.62M","1.87%"
"03/11/2025","2,518.92","2,492.90","2,529.82","2,482.82","131.10M","-1.10%"
"03/10/2025","2,547.04","2,533.96","2,558.34","2,530.88","95.38M","0.10%"
"03/07/2025","2,544.37","2,532.58","2,556.49","2,522.31","120.91M","-0.60%"
"03/06/2025","2,559.77","2,550.59","2,565.05","2,542.96","136.05M","0.98%"
"03/05/2025","2,534.95","2,536.71","2,550.46","2,513.36","155.82M","0.81%"
"03/04/2025","2,514.54","2,501.99","2,533.23","2,497.53","149.09M","-0.02%"
"02/28/2025","2,515.04","2,567.29","2,570.60","2,513.08","209.27M","-3.54%"
"02/27/2025","2,607.33","2,623.68","2,627.17","2,596.89","126.97M","-0.85%"
"02/26/2025","2,629.81","2,616.14","2,639.38","2,607.05","145.22M","0.47%"
"02/25/2025","2,617.39","2,603.94","2,630.47","2,603.62","156.59M","-0.69%"
"02/24/2025","2,635.69","2,628.54","2,635.69","2,617.72","159.02M","-0.58%"
"02/21/2025","2,651.11","2,654.69","2,654.69","2,633.58","138.42M","-0.13%"
"02/20/2025","2,654.45","2,663.53","2,670.74","2,644.37","173.88M","-0.67%"
"02/19/2025","2,672.41","2,628.06","2,681.83","2,628.06","211.08M","2.05%"
"02/18/2025","2,618.62","2,603.68","2,621.62","2,594.26","133.00M","0.74%"
"02/17/2025","2,599.42","2,586.43","2,603.67","2,583.44","109.30M","0.66%"
"02/14/2025","2,582.45","2,574.41","2,592.79","2,570.67","170.29M","0.54%"
"02/13/2025","2,568.60","2,551.07","2,568.77","2,547.61","146.44M","1.06%"
"02/12/2025","2,541.62","2,532.23","2,545.39","2,522.68","132.04M","0.06%"
"02/11/2025","2,540.05","2,533.98","2,550.75","2,525.31","105.98M","0.67%"
"02/10/2025","2,523.03","2,503.02","2,529.28","2,492.45","113.19M","0.20%"
"02/07/2025","2,518.06","2,533.55","2,536.92","2,514.16","102.29M","-0.78%"
"02/06/2025","2,537.86","2,522.09","2,537.86","2,511.98","132.80M","1.15%"
"02/05/2025","2,508.99","2,504.98","2,517.25","2,496.59","103.96M","1.23%"
"02/04/2025","2,478.60","2,479.05","2,509.79","2,467.48","126.97M","1.24%"
"02/03/2025","2,448.33","2,462.33","2,462.67","2,431.43","130.61M","-2.63%"
"01/31/2025","2,514.50","2,537.24","2,540.02","2,489.22","145.79M","-0.99%"
"01/24/2025","2,539.52","2,535.59","2,551.48","2,528.84","94.84M","0.65%"
"01/23/2025","2,523.01","2,544.37","2,545.77","2,523.01","101.12M","-1.23%"
"01/22/2025","2,554.37","2,539.79","2,559.64","2,525.69","130.27M","1.34%"
"01/21/2025","2,520.58","2,534.01","2,553.50","2,510.49","92.11M","0.13%"
"01/20/2025","2,517.30","2,536.57","2,540.33","2,513.37","89.67M","-0.38%"
"01/17/2025","2,526.94","2,523.48","2,534.38","2,512.52","109.69M","-0.19%"
"01/16/2025","2,531.74","2,532.93","2,540.37","2,523.75","103.25M","1.44%"
"01/15/2025","2,495.75","2,511.17","2,527.82","2,490.71","121.86M","0.06%"
"01/14/2025","2,494.36","2,500.20","2,506.19","2,480.89","84.94M","0.12%"
"01/13/2025","2,491.46","2,514.23","2,521.80","2,486.72","87.76M","-1.36%"
"01/10/2025","2,525.74","2,542.84","2,550.17","2,519.48","112.85M","-0.29%"
"01/09/2025","2,533.06","2,539.77","2,554.53","2,528.51","114.14M","0.12%"
"01/08/2025","2,529.97","2,482.14","2,537.63","2,482.14","111.13M","1.33%"
"01/07/2025","2,496.68","2,534.29","2,541.79","2,496.68","109.02M","-0.26%"
"01/06/2025","2,503.08","2,457.13","2,503.26","2,450.84","80.10M","2.46%"
"01/03/2025","2,443.04","2,399.53","2,459.33","2,399.53","88.22M","1.97%"
"01/02/2025","2,395.74","2,394.07","2,403.59","2,380.26","71.51M","0.01%"
"12/30/2024","2,395.42","2,399.07","2,429.04","2,391.00","55.91M","-0.43%"
"12/27/2024","2,405.66","2,412.15","2,419.88","2,389.43","62.22M","-0.61%"
"12/26/2024","2,420.39","2,443.03","2,443.03","2,420.39","68.82M","-0.60%"
"12/24/2024","2,434.98","2,439.93","2,441.82","2,423.02","57.15M","0.16%"
"12/23/2024","2,431.09","2,417.37","2,439.22","2,407.95","73.06M","1.41%"
"12/20/2024","2,397.31","2,419.48","2,422.56","2,377.68","99.63M","-1.24%"
"12/19/2024","2,427.40","2,421.24","2,442.34","2,419.74","83.88M","-2.32%"
"12/18/2024","2,485.07","2,454.17","2,494.50","2,454.17","78.40M","1.49%"
"12/17/2024","2,448.53","2,480.30","2,480.30","2,446.08","90.25M","-1.44%"
"12/16/2024","2,484.27","2,510.48","2,514.93","2,476.27","85.16M","-0.31%"
"12/13/2024","2,492.01","2,474.60","2,500.99","2,468.81","93.68M","0.41%"
"12/12/2024","2,481.86","2,458.64","2,489.73","2,449.95","134.91M","1.56%"
"12/11/2024","2,443.71","2,413.68","2,444.83","2,413.07","80.34M","0.85%"
"12/10/2024","2,423.15","2,398.11","2,425.19","2,398.11","109.92M","2.09%"
"12/09/2024","2,373.59","2,398.25","2,410.08","2,372.67","118.87M","-2.46%"
"12/06/2024","2,433.40","2,457.51","2,466.23","2,404.69","124.26M","-0.54%"
"12/05/2024","2,446.60","2,473.92","2,473.92","2,438.66","108.53M","-0.83%"
"12/04/2024","2,467.12","2,448.01","2,483.04","2,446.02","180.39M","-1.40%"
"12/03/2024","2,502.22","2,475.76","2,502.88","2,475.73","99.28M","1.75%"
"12/02/2024","2,459.27","2,480.75","2,483.08","2,453.76","94.07M","0.10%"
"11/29/2024","2,456.86","2,492.76","2,492.76","2,444.31","108.42M","-1.83%"
"11/28/2024","2,502.66","2,504.55","2,515.38","2,499.03","76.34M","-0.33%"
"11/27/2024","2,510.94","2,529.61","2,536.51","2,505.69","91.89M","-0.96%"
"11/26/2024","2,535.23","2,527.27","2,539.04","2,523.40","94.12M","-0.22%"
"11/25/2024","2,540.87","2,534.09","2,551.16","2,524.56","167.69M","1.21%"
"11/22/2024","2,510.41","2,500.89","2,522.35","2,498.45","87.52M","0.94%"
"11/21/2024","2,487.08","2,471.34","2,504.74","2,471.34","84.24M","0.22%"
"11/20/2024","2,481.60","2,478.24","2,491.05","2,470.72","83.84M","0.35%"
"11/19/2024","2,472.95","2,473.97","2,486.16","2,467.61","114.66M","-0.13%"
"11/18/2024","2,476.07","2,446.77","2,488.63","2,442.54","126.92M","2.53%"
"11/15/2024","2,414.86","2,397.23","2,430.14","2,384.46","139.84M","0.87%"
"11/14/2024","2,394.12","2,415.40","2,425.33","2,388.06","169.04M","-0.43%"
"11/13/2024","2,404.52","2,452.24","2,466.08","2,402.16","134.03M","-2.50%"
"11/12/2024","2,466.26","2,512.12","2,515.87","2,464.76","124.44M","-2.14%"
"11/11/2024","2,520.16","2,550.16","2,550.16","2,513.45","123.16M","-1.51%"
"11/08/2024","2,558.81","2,591.41","2,597.01","2,553.75","98.56M","-0.37%"
"11/07/2024","2,568.29","2,559.64","2,585.05","2,545.43","119.56M","0.06%"
"11/06/2024","2,566.66","2,589.80","2,590.15","2,542.98","92.87M","-0.28%"
"11/05/2024","2,573.92","2,568.26","2,584.36","2,562.17","64.84M","-0.62%"
"11/04/2024","2,590.07","2,549.73","2,590.07","2,545.91","74.78M","1.88%"
"11/01/2024","2,542.40","2,539.60","2,560.71","2,534.57","77.59M","-0.39%"
"10/31/2024","2,552.24","2,579.40","2,585.22","2,552.24","115.31M","-1.89%"
"10/30/2024","2,601.38","2,614.53","2,623.45","2,592.73","92.82M","-1.01%"
"10/29/2024","2,627.88","2,616.40","2,627.88","2,599.92","93.87M","0.25%"
"10/28/2024","2,621.33","2,598.53","2,623.60","2,597.00","93.93M","1.09%"
"10/25/2024","2,592.97","2,604.90","2,621.46","2,585.66","100.49M","0.24%"
"10/24/2024","2,586.78","2,598.78","2,611.20","2,585.34","96.90M","-0.96%"
"10/23/2024","2,611.84","2,580.24","2,624.25","2,573.93","90.56M","1.35%"
"10/22/2024","2,576.98","2,610.30","2,613.17","2,575.50","93.75M","-1.41%"
"10/21/2024","2,613.79","2,609.99","2,628.20","2,602.33","77.97M","0.38%"
"10/18/2024","2,603.95","2,627.40","2,631.89","2,598.97","78.13M","-0.64%"
"10/17/2024","2,620.76","2,631.23","2,633.79","2,609.18","107.66M","0.05%"
"10/16/2024","2,619.43","2,610.89","2,633.77","2,606.42","94.61M","-1.06%"
"10/15/2024","2,647.40","2,646.08","2,650.19","2,629.40","89.70M","0.44%"
"10/14/2024","2,635.81","2,613.11","2,643.36","2,613.11","75.26M","1.18%"
"10/11/2024","2,605.17","2,617.72","2,628.92","2,603.64","80.32M","0.11%"
"10/10/2024","2,602.39","2,614.66","2,618.09","2,598.36","124.99M","0.38%"
"10/08/2024","2,592.61","2,595.00","2,604.00","2,582.39","83.11M","-0.84%"
"10/07/2024","2,614.60","2,580.69","2,616.63","2,561.42","94.55M","1.60%"
"10/04/2024","2,573.42","2,568.04","2,592.79","2,559.51","80.91M","0.35%"
"10/02/2024","2,564.54","2,564.96","2,595.86","2,557.23","96.12M","-1.20%"
"09/30/2024","2,595.57","2,681.93","2,684.96","2,595.57","105.11M","-2.69%"
"09/27/2024","2,667.43","2,690.42","2,704.99","2,667.43","107.21M","-0.71%"
"09/26/2024","2,686.40","2,642.40","2,686.40","2,641.52","112.89M","3.53%"
"09/25/2024","2,594.91","2,655.21","2,665.88","2,594.91","112.39M","-1.50%"
"09/24/2024","2,634.45","2,616.13","2,634.45","2,597.32","97.38M","1.08%"
"09/23/2024","2,606.34","2,598.89","2,607.74","2,589.55","92.41M","0.39%"
"09/20/2024","2,596.28","2,611.26","2,626.82","2,595.58","130.83M","0.44%"
"09/19/2024","2,584.87","2,603.28","2,607.18","2,548.16","127.60M","-0.20%"
"09/13/2024","2,590.02","2,588.66","2,601.73","2,577.66","83.37M","-0.06%"
"09/12/2024","2,591.65","2,569.29","2,591.65","2,556.50","113.54M","2.49%"
"09/11/2024","2,528.69","2,548.70","2,548.86","2,506.70","98.77M","-0.90%"
"09/10/2024","2,551.78","2,569.09","2,573.46","2,550.00","82.34M","-0.53%"
"09/09/2024","2,565.47","2,533.64","2,573.94","2,525.72","77.46M","-0.67%"
"09/06/2024","2,582.87","2,609.74","2,611.14","2,565.94","82.39M","-0.99%"
"09/05/2024","2,608.59","2,628.68","2,647.30","2,594.81","111.37M","-0.07%"
"09/04/2024","2,610.45","2,620.90","2,643.97","2,608.04","107.15M","-3.42%"
"09/03/2024","2,702.91","2,728.50","2,741.91","2,702.87","79.18M","-0.98%"
"09/02/2024","2,729.75","2,730.01","2,737.48","2,699.74","74.94M","0.27%"
"08/30/2024","2,722.36","2,728.53","2,738.86","2,719.86","106.97M","0.37%"
"08/29/2024","2,712.28","2,707.11","2,723.87","2,698.45","92.37M","-1.40%"
"08/28/2024","2,750.76","2,745.95","2,751.17","2,726.42","93.74M","0.26%"
"08/27/2024","2,743.75","2,756.48","2,760.18","2,738.73","71.56M","-0.56%"
"08/26/2024","2,759.10","2,785.72","2,787.69","2,751.59","88.03M","-0.38%"
"08/23/2024","2,769.60","2,761.57","2,783.98","2,758.60","73.41M","-0.33%"
"08/22/2024","2,778.77","2,779.46","2,780.34","2,760.09","73.74M","0.34%"
"08/21/2024","2,769.39","2,762.03","2,775.52","2,757.16","75.97M","-0.26%"
"08/20/2024","2,776.57","2,780.07","2,790.30","2,767.59","70.26M","0.96%"
"08/19/2024","2,750.27","2,776.97","2,776.97","2,738.81","69.46M","-0.96%"
"08/16/2024","2,777.05","2,770.05","2,778.68","2,755.84","93.63M","2.48%"
"08/14/2024","2,709.84","2,716.30","2,721.84","2,698.43","68.83M","0.93%"
"08/13/2024","2,684.97","2,682.72","2,694.43","2,667.36","68.48M","0.48%"
"08/12/2024","2,672.11","2,658.09","2,681.62","2,655.72","69.95M","1.14%"
"08/09/2024","2,642.05","2,659.33","2,659.33","2,628.94","91.46M","1.42%"
"08/08/2024","2,605.06","2,580.40","2,622.31","2,568.98","111.70M","-0.75%"
"08/07/2024","2,624.62","2,562.97","2,652.01","2,558.06","121.93M","2.11%"
"08/06/2024","2,570.27","2,600.72","2,637.78","2,545.22","158.62M","2.97%"
"08/05/2024","2,496.23","2,671.21","2,671.21","2,444.39","199.94M","-9.10%"
"08/02/2024","2,746.27","2,793.71","2,800.51","2,736.01","113.99M","-3.99%"
"08/01/2024","2,860.33","2,885.75","2,891.21","2,859.76","87.12M","-0.07%"
"07/31/2024","2,862.24","2,828.81","2,862.24","2,812.16","107.87M","1.51%"
"07/30/2024","2,819.53","2,823.44","2,832.91","2,810.35","97.10M","-1.06%"
"07/29/2024","2,849.68","2,833.91","2,862.07","2,827.85","108.68M","1.27%"
"07/26/2024","2,813.89","2,806.89","2,819.70","2,792.61","148.26M","0.84%"
"07/25/2024","2,790.46","2,797.96","2,806.85","2,784.40","112.41M","-1.80%"
"07/24/2024","2,841.60","2,842.53","2,868.41","2,834.78","80.65M","-0.88%"
"07/23/2024","2,866.82","2,889.31","2,896.50","2,861.35","94.67M","0.28%"
"07/22/2024","2,858.74","2,883.91","2,889.51","2,845.83","88.02M","-1.00%"
"07/19/2024","2,887.59","2,896.36","2,902.28","2,867.82","92.17M","-1.31%"
"07/18/2024","2,926.03","2,898.21","2,926.03","2,892.66","182.96M","-0.67%"
"07/17/2024","2,945.88","2,970.29","2,973.37","2,943.21","150.50M","-0.95%"
"07/16/2024","2,974.25","2,961.09","2,980.83","2,957.80","102.67M","0.42%"
"07/15/2024","2,961.84","2,967.74","2,972.89","2,944.07","98.86M","0.24%"
"07/12/2024","2,954.81","2,969.66","2,975.82","2,940.53","136.93M","-1.60%"
"07/11/2024","3,002.96","3,003.49","3,015.05","2,988.54","111.73M","0.83%"
"07/10/2024","2,978.27","2,975.21","2,981.17","2,964.83","85.77M","-0.13%"
"07/09/2024","2,982.01","2,989.27","2,991.60","2,962.74","106.84M","0.29%"
"07/08/2024","2,973.44","2,984.38","2,993.21","2,971.07","99.03M","-0.36%"
"07/05/2024","2,984.11","2,943.64","2,990.44","2,943.64","123.31M","1.91%"
"07/04/2024","2,928.25","2,916.45","2,928.25","2,908.54","117.03M","1.35%"
"07/03/2024","2,889.18","2,886.67","2,891.73","2,863.34","93.52M","0.61%"
"07/02/2024","2,871.61","2,888.01","2,896.77","2,867.83","94.74M","-0.82%"
"07/01/2024","2,895.30","2,882.59","2,897.22","2,876.25","80.87M","0.20%"
"06/28/2024","2,889.55","2,887.35","2,889.97","2,870.60","84.72M","0.41%"
"06/27/2024","2,877.66","2,853.70","2,877.66","2,846.83","90.16M","-0.26%"
"06/26/2024","2,885.13","2,849.00","2,885.19","2,845.46","93.21M","0.94%"
"06/25/2024","2,858.30","2,843.51","2,865.58","2,843.51","104.45M","0.39%"
"06/24/2024","2,847.17","2,849.42","2,861.60","2,837.57","95.20M","-0.64%"
"06/21/2024","2,865.39","2,879.33","2,881.03","2,857.15","124.66M","-1.15%"
"06/20/2024","2,898.81","2,890.35","2,905.86","2,881.00","110.55M","0.51%"
"06/19/2024","2,884.01","2,868.01","2,887.24","2,868.01","126.07M","1.51%"
"06/18/2024","2,841.07","2,834.31","2,848.01","2,827.37","99.05M","1.13%"
"06/17/2024","2,809.23","2,822.66","2,831.30","2,805.37","86.64M","-0.66%"
"06/14/2024","2,827.84","2,825.99","2,840.66","2,815.06","130.45M","0.33%"
"06/13/2024","2,818.60","2,836.33","2,849.45","2,817.40","176.37M","0.99%"
"06/12/2024","2,791.08","2,770.45","2,796.17","2,767.33","104.62M","0.94%"
"06/11/2024","2,765.19","2,777.37","2,779.50","2,758.42","94.48M","0.15%"
"06/10/2024","2,761.09","2,765.88","2,783.04","2,755.66","85.09M","-1.17%"
"06/07/2024","2,793.72","2,786.16","2,801.53","2,770.85","98.78M","1.53%"
"06/05/2024","2,751.69","2,742.83","2,762.45","2,726.94","113.82M","1.17%"
"06/04/2024","2,719.88","2,726.77","2,738.60","2,717.73","135.25M","-0.79%"
"06/03/2024","2,741.64","2,710.40","2,754.03","2,710.40","137.92M","2.17%"
"05/31/2024","2,683.29","2,716.30","2,721.23","2,683.06","180.09M","-0.28%"
"05/30/2024","2,690.91","2,726.33","2,727.53","2,690.91","93.76M","-1.73%"
"05/29/2024","2,738.22","2,784.06","2,787.35","2,738.22","112.54M","-1.72%"
"05/28/2024","2,786.13","2,775.08","2,794.37","2,774.71","110.32M","0.00%"
"05/27/2024","2,786.10","2,756.01","2,790.35","2,752.18","171.28M","1.35%"
"05/24/2024","2,749.01","2,761.75","2,762.80","2,746.58","83.16M","-1.57%"
"05/23/2024","2,792.95","2,788.30","2,809.44","2,773.63","82.77M","0.05%"
"05/22/2024","2,791.63","2,787.77","2,800.21","2,769.56","86.66M","0.00%"
"05/21/2024","2,791.50","2,796.04","2,801.51","2,786.98","66.99M","-0.54%"
"05/20/2024","2,806.57","2,804.66","2,821.48","2,796.30","83.97M","0.73%"
"05/17/2024","2,786.36","2,816.42","2,817.69","2,786.14","76.98M","-1.10%"
"05/16/2024","2,817.34","2,837.92","2,843.94","2,812.60","107.52M","0.97%"
"05/14/2024","2,790.24","2,794.40","2,797.20","2,781.77","66.25M","0.03%"
"05/13/2024","2,789.53","2,797.08","2,804.29","2,773.09","92.17M","-0.02%"
"05/10/2024","2,790.15","2,801.26","2,810.12","2,786.17","94.29M","0.68%"
"05/09/2024","2,771.35","2,809.21","2,814.50","2,770.84","102.86M","-1.47%"
"05/08/2024","2,812.70","2,799.82","2,812.71","2,795.45","74.61M","0.34%"
"05/07/2024","2,803.19","2,784.63","2,803.19","2,783.91","112.02M","2.48%"
"05/03/2024","2,735.27","2,764.79","2,766.92","2,735.27","60.84M","-0.15%"
"05/02/2024","2,739.31","2,732.62","2,749.96","2,732.62","70.77M","-0.28%"
"05/01/2024","2,746.89","2,747.63","2,767.05","2,740.94","83.82M","0.00%"
"04/30/2024","2,746.89","2,747.63","2,767.05","2,740.94","83.82M","0.18%"
"04/29/2024","2,742.08","2,738.92","2,744.71","2,725.40","82.24M","0.86%"
"04/26/2024","2,718.70","2,711.94","2,726.41","2,703.17","82.86M","1.31%"
"04/25/2024","2,683.53","2,703.57","2,713.12","2,683.53","72.63M","-2.00%"
"04/24/2024","2,738.33","2,723.40","2,743.02","2,723.07","88.37M","2.17%"
"04/23/2024","2,680.13","2,693.22","2,702.20","2,679.43","95.57M","-0.31%"
"04/22/2024","2,688.52","2,677.39","2,690.95","2,664.11","110.62M","1.34%"
"04/19/2024","2,653.04","2,662.81","2,674.42","2,612.84","119.63M","-1.86%"
"04/18/2024","2,703.22","2,668.50","2,713.23","2,663.46","118.58M","1.71%"
"04/17/2024","2,657.87","2,701.37","2,707.31","2,657.87","75.94M","-1.20%"
"04/16/2024","2,690.16","2,724.55","2,728.53","2,679.81","96.97M","-2.30%"
"04/15/2024","2,753.50","2,743.99","2,757.23","2,720.70","86.09M","-0.50%"
"04/12/2024","2,767.25","2,797.88","2,799.14","2,761.69","88.04M","-1.01%"
"04/11/2024","2,795.47","2,747.64","2,807.96","2,745.02","107.35M","0.12%"
"04/09/2024","2,792.24","2,828.47","2,832.59","2,790.71","73.07M","-0.70%"
"04/08/2024","2,811.87","2,810.94","2,822.16","2,803.50","73.89M","0.31%"
"04/05/2024","2,803.20","2,803.49","2,822.78","2,793.23","72.30M","-1.13%"
"04/04/2024","2,835.35","2,825.18","2,840.06","2,818.52","89.92M","1.67%"
"04/03/2024","2,788.76","2,816.84","2,821.13","2,788.76","110.17M","-1.89%"
"04/02/2024","2,842.39","2,826.70","2,849.34","2,820.61","109.14M","0.51%"
"04/01/2024","2,827.94","2,856.60","2,861.73","2,827.82","73.12M","-0.19%"
"03/29/2024","2,833.21","2,836.66","2,840.37","2,817.63","82.18M","0.37%"
"03/28/2024","2,822.88","2,828.73","2,835.22","2,816.36","96.25M","-0.28%"
"03/27/2024","2,830.89","2,820.60","2,841.64","2,820.60","111.41M","-0.18%"
"03/26/2024","2,836.00","2,829.47","2,862.22","2,825.48","101.45M","1.02%"
"03/25/2024","2,807.31","2,829.04","2,840.83","2,799.72","78.50M","-0.49%"
"03/22/2024","2,821.22","2,825.30","2,839.77","2,807.78","99.16M","-0.28%"
"03/21/2024","2,829.22","2,801.18","2,830.48","2,792.86","120.46M","2.90%"
"03/20/2024","2,749.44","2,734.64","2,751.06","2,726.85","118.00M","1.60%"
"03/19/2024","2,706.15","2,720.28","2,720.28","2,692.84","102.52M","-1.18%"
"03/18/2024","2,738.42","2,734.56","2,741.40","2,716.11","83.63M","0.49%"
"03/15/2024","2,725.17","2,762.22","2,766.05","2,725.17","156.91M","-2.06%"
"03/14/2024","2,782.63","2,759.24","2,782.63","2,756.82","204.58M","1.05%"
"03/13/2024","2,753.76","2,755.58","2,764.40","2,740.19","94.97M","0.50%"
"03/12/2024","2,740.13","2,730.40","2,746.87","2,716.28","89.64M","0.82%"
"03/11/2024","2,717.79","2,723.69","2,736.51","2,716.18","90.51M","-0.92%"
"03/08/2024","2,742.95","2,735.93","2,750.96","2,730.14","83.98M","1.40%"
"03/07/2024","2,705.03","2,710.37","2,717.80","2,688.76","79.67M","0.25%"
"03/06/2024","2,698.38","2,697.35","2,706.38","2,684.76","88.12M","-0.41%"
"03/05/2024","2,709.46","2,724.01","2,747.70","2,709.46","97.03M","-1.03%"
"03/04/2024","2,737.63","2,720.49","2,743.89","2,716.59","118.54M","1.60%"
"02/29/2024","2,694.48","2,693.00","2,700.13","2,676.56","128.36M","-0.35%"
"02/28/2024","2,704.07","2,673.71","2,709.42","2,668.47","88.84M","1.23%"
"02/27/2024","2,671.21","2,698.29","2,698.29","2,665.52","92.26M","-0.75%"
"02/26/2024","2,691.48","2,700.27","2,703.13","2,671.03","98.24M","-0.85%"
"02/23/2024","2,714.46","2,728.55","2,746.62","2,711.35","93.01M","0.30%"
"02/22/2024","2,706.33","2,714.43","2,715.04","2,692.67","83.69M","0.50%"
"02/21/2024","2,692.79","2,700.77","2,713.47","2,682.48","76.41M","-0.29%"
"02/20/2024","2,700.59","2,721.17","2,723.22","2,685.84","83.13M","-1.16%"
"02/19/2024","2,732.33","2,698.14","2,735.89","2,698.14","96.18M","1.52%"
"02/16/2024","2,691.34","2,681.34","2,691.34","2,665.08","78.76M","1.25%"
"02/15/2024","2,658.07","2,692.75","2,693.36","2,658.07","87.00M","-0.38%"
"02/14/2024","2,668.19","2,659.04","2,675.77","2,651.58","74.93M","-1.33%"
"02/13/2024","2,704.21","2,698.66","2,714.59","2,694.72","105.22M","1.23%"
"02/08/2024","2,671.29","2,670.41","2,682.06","2,661.20","103.96M","0.41%"
"02/07/2024","2,660.47","2,642.34","2,680.37","2,636.49","100.94M","1.26%"
"02/06/2024","2,627.37","2,630.23","2,646.97","2,610.57","87.65M","-0.39%"
"02/05/2024","2,637.62","2,666.45","2,666.45","2,606.24","125.22M","-1.27%"
"02/02/2024","2,671.45","2,606.12","2,671.51","2,605.28","137.36M","3.40%"
"02/01/2024","2,583.67","2,534.01","2,583.67","2,534.01","132.61M","1.85%"
"01/31/2024","2,536.71","2,529.90","2,542.70","2,528.36","88.66M","-0.32%"
"01/30/2024","2,544.81","2,572.88","2,577.30","2,542.17","74.57M","-0.16%"
