"Date","Price","Open","High","Low","Vol.","Change %"
"12/10/2015","5,037.70","5,080.70","5,083.80","4,995.60","740.69M","-0.84%"
"12/09/2015","5,080.50","5,108.60","5,119.50","5,069.60","723.95M","-0.55%"
"12/08/2015","5,108.60","5,155.70","5,155.70","5,096.70","824.31M","-0.91%"
"12/07/2015","5,155.70","5,151.60","5,229.90","5,151.60","718.22M","0.08%"
"12/04/2015","5,151.60","5,227.70","5,227.70","5,117.60","681.94M","-1.46%"
"12/03/2015","5,227.70","5,258.30","5,258.30","5,200.40","691.93M","-0.58%"
"12/02/2015","5,258.30","5,266.10","5,269.30","5,237.50","691.70M","-0.15%"
"12/01/2015","5,266.10","5,166.50","5,279.30","5,166.50","871.26M","1.93%"
"11/30/2015","5,166.50","5,202.60","5,213.10","5,166.20","1.41B","-0.69%"
"11/27/2015","5,202.60","5,210.70","5,258.60","5,195.40","654.89M","-0.16%"
"11/26/2015","5,210.70","5,193.70","5,253.60","5,185.80","608.42M","0.33%"
"11/25/2015","5,193.70","5,226.40","5,231.20","5,192.10","591.86M","-0.63%"
"11/24/2015","5,226.40","5,276.40","5,276.40","5,226.40","998.66M","-0.95%"
"11/23/2015","5,276.40","5,256.10","5,285.50","5,244.00","582.50M","0.39%"
"11/20/2015","5,256.10","5,242.60","5,272.00","5,231.00","600.44M","0.26%"
"11/19/2015","5,242.60","5,133.10","5,242.60","5,133.10","670.71M","2.13%"
"11/18/2015","5,133.10","5,118.20","5,145.50","5,082.70","591.43M","0.29%"
"11/17/2015","5,118.20","5,003.80","5,118.20","5,003.80","653.28M","2.29%"
"11/16/2015","5,003.80","5,051.30","5,051.30","4,979.20","546.02M","-0.94%"
"11/13/2015","5,051.30","5,125.70","5,125.70","5,010.40","665.74M","-1.45%"
"11/12/2015","5,125.70","5,122.60","5,150.10","5,083.20","602.50M","0.06%"
"11/11/2015","5,122.60","5,099.20","5,130.90","5,092.60","563.04M","0.46%"
"11/10/2015","5,099.20","5,119.50","5,119.50","5,047.00","753.20M","-0.40%"
"11/09/2015","5,119.50","5,215.00","5,215.00","5,102.80","579.93M","-1.83%"
"11/06/2015","5,215.00","5,171.20","5,216.60","5,152.80","584.77M","0.42%"
"11/05/2015","5,193.00","5,242.30","5,247.60","5,167.40","592.28M","-0.94%"
"11/04/2015","5,242.30","5,239.20","5,313.70","5,235.60","627.00M","0.06%"
"11/03/2015","5,239.20","5,165.80","5,246.40","5,165.80","453.30M","1.42%"
"11/02/2015","5,165.80","5,239.40","5,249.30","5,162.70","499.39M","-1.40%"
"10/30/2015","5,239.40","5,266.90","5,266.90","5,204.00","778.23M","-0.52%"
"10/29/2015","5,266.90","5,335.20","5,353.50","5,257.10","654.55M","-1.28%"
"10/28/2015","5,335.20","5,346.20","5,354.90","5,319.40","554.24M","-0.21%"
"10/27/2015","5,346.20","5,348.00","5,355.80","5,339.70","565.47M","-0.03%"
"10/26/2015","5,348.00","5,351.60","5,384.80","5,346.50","492.12M","-0.07%"
"10/23/2015","5,351.60","5,263.80","5,374.50","5,263.80","701.01M","1.67%"
