"Date","Price","Open","High","Low","Vol.","Change %"
"09/08/2021","23,848.89","24,097.48","24,097.48","23,848.89","276.66M","-1.03%"
"09/07/2021","24,097.48","24,248.35","24,353.85","24,097.48","256.53M","-0.62%"
"09/06/2021","24,248.35","24,194.61","24,286.44","24,176.32","204.68M","0.22%"
"09/03/2021","24,194.61","24,226.27","24,269.15","24,143.80","286.60M","-0.13%"
"09/02/2021","24,226.27","24,250.83","24,252.42","24,176.23","248.02M","-0.10%"
"09/01/2021","24,250.83","24,102.19","24,290.06","24,102.19","274.86M","0.62%"
"08/31/2021","24,102.19","24,059.72","24,143.48","24,029.05","301.14M","0.18%"
"08/27/2021","24,059.72","23,952.39","24,059.72","23,952.39","242.70M","0.45%"
"08/26/2021","23,952.39","23,986.37","24,004.43","23,887.61","204.87M","-0.14%"
"08/25/2021","23,986.37","23,886.01","24,058.93","23,886.01","246.90M","0.42%"
"08/24/2021","23,886.01","23,740.49","23,888.16","23,740.02","249.40M","0.61%"
"08/23/2021","23,740.49","23,750.89","23,878.06","23,740.49","215.10M","-0.04%"
"08/20/2021","23,750.89","23,606.87","23,779.07","23,568.46","248.01M","0.61%"
"08/19/2021","23,606.87","23,836.37","23,836.37","23,520.50","249.13M","-0.96%"
"08/18/2021","23,836.37","23,693.53","23,840.98","23,693.53","289.01M","0.60%"
"08/17/2021","23,693.53","23,712.67","23,780.72","23,590.44","356.57M","-0.08%"
"08/16/2021","23,712.67","23,788.45","23,788.45","23,648.85","300.38M","-0.32%"
"08/13/2021","23,788.45","23,746.77","23,837.24","23,746.77","240.33M","0.18%"
"08/12/2021","23,746.77","23,756.83","23,800.52","23,702.72","261.93M","-0.04%"
"08/11/2021","23,756.83","23,572.05","23,756.83","23,570.12","286.42M","0.78%"
"08/10/2021","23,572.05","23,453.44","23,587.57","23,450.59","248.49M","0.51%"
"08/09/2021","23,453.44","23,456.16","23,492.60","23,378.19","275.17M","-0.01%"
"08/06/2021","23,456.16","23,506.11","23,526.78","23,402.93","261.36M","-0.21%"
"08/05/2021","23,506.11","23,347.73","23,506.11","23,287.26","291.34M","0.68%"
"08/04/2021","23,347.73","23,289.65","23,394.50","23,286.45","282.55M","0.25%"
"08/03/2021","23,289.65","23,208.67","23,377.13","23,151.02","227.39M","0.35%"
"08/02/2021","23,208.67","22,948.83","23,306.07","22,943.27","241.44M","1.13%"
"07/30/2021","22,948.83","23,050.46","23,052.10","22,863.02","292.84M","-0.44%"
"07/29/2021","23,050.46","23,006.45","23,091.46","22,975.87","280.65M","0.19%"
"07/28/2021","23,006.45","22,877.01","23,094.67","22,871.44","260.74M","0.57%"
"07/27/2021","22,877.01","22,933.19","22,953.50","22,692.04","270.67M","-0.24%"
"07/26/2021","22,933.19","22,883.39","22,951.29","22,809.42","231.69M","0.22%"
"07/23/2021","22,883.39","22,677.28","22,926.04","22,677.28","238.65M","0.91%"
"07/22/2021","22,677.28","22,541.97","22,840.39","22,538.11","302.92M","0.60%"
"07/21/2021","22,541.97","22,119.48","22,582.06","22,119.48","277.25M","1.91%"
"07/20/2021","22,119.48","21,940.88","22,176.16","21,936.87","373.98M","0.81%"
"07/19/2021","21,940.88","22,467.00","22,467.00","21,898.64","361.52M","-2.34%"
"07/16/2021","22,467.00","22,501.25","22,618.03","22,460.72","273.13M","-0.15%"
"07/15/2021","22,501.25","22,750.04","22,750.04","22,501.25","321.14M","-1.09%"
"07/14/2021","22,750.04","22,926.81","22,926.81","22,745.87","243.80M","-0.77%"
"07/13/2021","22,926.81","22,895.86","22,971.72","22,893.40","233.11M","0.14%"
"07/12/2021","22,895.86","22,909.32","22,976.65","22,835.95","230.93M","-0.06%"
"07/09/2021","22,909.32","22,652.72","22,928.84","22,652.72","332.23M","1.13%"
"07/08/2021","22,652.72","22,970.24","22,977.69","22,600.49","295.69M","-1.38%"
"07/07/2021","22,970.24","22,895.36","23,024.66","22,889.35","279.36M","0.33%"
"07/06/2021","22,895.36","23,022.40","23,043.28","22,862.96","259.94M","-0.55%"
"07/05/2021","23,022.40","22,746.99","23,022.40","22,733.98","284.80M","1.21%"
"07/02/2021","22,746.99","22,622.54","22,787.96","22,622.54","247.03M","0.55%"
"07/01/2021","22,622.54","22,376.02","22,635.30","22,375.76","347.80M","1.10%"
"06/30/2021","22,376.02","22,542.17","22,616.77","22,376.02","391.59M","-0.74%"
"06/29/2021","22,542.17","22,533.42","22,655.79","22,518.27","324.64M","0.04%"
"06/28/2021","22,533.42","22,646.01","22,649.62","22,533.42","258.82M","-0.50%"
"06/25/2021","22,646.01","22,510.12","22,646.01","22,465.71","240.51M","0.60%"
"06/24/2021","22,510.12","22,659.42","22,701.83","22,510.12","327.80M","-0.66%"
"06/23/2021","22,659.42","22,679.64","22,717.13","22,615.10","258.15M","-0.09%"
"06/22/2021","22,679.64","22,457.08","22,679.64","22,454.31","299.21M","0.99%"
"06/21/2021","22,457.08","22,324.19","22,457.08","22,128.67","403.23M","0.60%"
"06/18/2021","22,324.19","22,535.14","22,632.52","22,287.83","1.14B","-0.94%"
"06/17/2021","22,535.14","22,617.66","22,617.66","22,456.20","380.69M","-0.36%"
"06/16/2021","22,617.66","22,631.72","22,748.45","22,536.17","381.26M","-0.06%"
"06/15/2021","22,631.72","22,744.51","22,819.23","22,631.72","398.13M","-0.50%"
"06/14/2021","22,744.51","22,734.13","22,864.43","22,734.13","267.39M","0.05%"
"06/11/2021","22,734.13","22,608.76","22,755.73","22,607.83","242.18M","0.55%"
"06/10/2021","22,608.76","22,758.97","22,793.10","22,583.57","300.55M","-0.66%"
"06/09/2021","22,758.97","22,895.50","22,907.17","22,733.34","325.57M","-0.60%"
"06/08/2021","22,895.50","22,908.06","22,955.48","22,888.98","257.85M","-0.05%"
"06/07/2021","22,908.06","22,832.73","22,931.56","22,801.02","229.13M","0.33%"
"06/04/2021","22,832.73","22,802.40","22,849.24","22,766.41","234.24M","0.13%"
"06/03/2021","22,802.40","22,933.29","22,985.97","22,756.97","276.32M","-0.57%"
"06/02/2021","22,933.29","22,874.99","22,974.38","22,848.48","298.01M","0.25%"
"06/01/2021","22,874.99","22,683.95","22,910.94","22,683.95","315.44M","0.84%"
"05/28/2021","22,683.95","22,659.04","22,768.38","22,659.04","305.62M","0.11%"
"05/27/2021","22,659.04","22,640.08","22,703.96","22,635.67","599.50M","0.08%"
"05/26/2021","22,640.08","22,438.90","22,659.53","22,437.68","333.96M","0.90%"
"05/25/2021","22,438.90","22,483.73","22,584.10","22,438.90","356.09M","-0.20%"
"05/24/2021","22,483.73","22,399.42","22,486.90","22,344.96","230.45M","0.38%"
"05/21/2021","22,399.42","22,392.00","22,456.42","22,284.73","320.23M","0.03%"
"05/20/2021","22,392.00","22,234.53","22,392.12","22,191.62","354.58M","0.71%"
"05/19/2021","22,234.53","22,332.56","22,333.78","22,093.41","339.70M","-0.44%"
"05/18/2021","22,332.56","22,214.14","22,426.09","22,214.14","265.52M","0.53%"
"05/17/2021","22,214.14","22,336.10","22,454.41","22,214.14","240.37M","-0.55%"
"05/14/2021","22,336.10","22,069.31","22,352.82","22,067.19","264.98M","1.21%"
"05/13/2021","22,069.31","22,107.84","22,107.94","21,739.67","298.93M","-0.17%"
"05/12/2021","22,107.84","22,167.14","22,276.89","22,107.84","348.32M","-0.27%"
"05/11/2021","22,167.14","22,697.19","22,697.19","22,126.61","388.99M","-2.34%"
"05/10/2021","22,697.19","22,775.28","22,850.05","22,651.50","288.45M","-0.34%"
"05/07/2021","22,775.28","22,491.36","22,775.28","22,490.33","343.15M","1.26%"
"05/06/2021","22,491.36","22,385.90","22,520.56","22,383.58","336.27M","0.47%"
"05/05/2021","22,385.90","22,330.04","22,444.27","22,320.06","291.21M","0.25%"
"05/04/2021","22,330.04","22,497.37","22,656.51","22,329.78","356.40M","-0.74%"
"04/30/2021","22,497.37","22,392.94","22,536.36","22,332.69","367.39M","0.47%"
"04/29/2021","22,392.94","22,439.82","22,525.14","22,333.27","356.93M","-0.21%"
"04/28/2021","22,439.82","22,433.08","22,569.14","22,432.06","290.75M","0.03%"
"04/27/2021","22,433.08","22,577.34","22,617.34","22,404.90","270.43M","-0.64%"
"04/26/2021","22,577.34","22,372.26","22,586.24","22,354.78","245.48M","0.92%"
